id,sale_date,car_brand,car_model,quantity_sold,price_per_unit,total_revenue
2101,2020-05,Mercedes-Benz,M-Class,1,45820,45820
2102,2020-06,Dodge,Ram Van 2500,3,93710,281130
2103,2020-09,Acura,NSX,21,99714,2093994
2104,2020-03,Nissan,350Z,7,17513,122591
2105,2020-04,Bentley,Continental GT,15,55696,835440
2106,2020-07,Ford,Club Wagon,31,32151,996681
2107,2020-06,Dodge,Caravan,38,89759,3410842
2108,2020-12,Chevrolet,Prizm,39,16404,639756
2109,2020-02,Porsche,Cayenne,48,74636,3582528
2110,2020-07,Plymouth,Prowler,1,75369,75369
2111,2020-10,Isuzu,Hombre Space,27,91908,2481516
2112,2020-12,Bentley,Mulsanne,32,52323,1674336
2113,2020-04,Mercury,Cougar,26,39684,1031784
2114,2020-02,Lexus,HS,3,49072,147216
2115,2020-07,Pontiac,Grand Prix Turbo,42,92800,3897600
2116,2020-01,Chevrolet,Silverado 1500,10,13082,130820
2117,2020-08,Land Rover,Range Rover Evoque,40,80308,3212320
2118,2020-01,Plymouth,Laser,12,37587,451044
2119,2020-11,Chevrolet,S10,35,20743,726005
2120,2020-11,Volvo,C70,6,95036,570216
2121,2020-07,Bentley,Azure,39,29175,1137825
2122,2020-03,Saab,9-3,45,33954,1527930
2123,2020-02,Toyota,Sienna,32,39700,1270400
2124,2020-02,Cadillac,Escalade EXT,26,27354,711204
2125,2020-03,Volvo,V50,8,89076,712608
2126,2020-11,Volkswagen,GTI,45,54460,2450700
2127,2020-04,Mercedes-Benz,Sprinter 3500,8,85818,686544
2128,2020-12,Honda,Civic Si,20,83986,1679720
2129,2020-11,Toyota,Prius Plug-in Hybrid,9,65535,589815
2130,2020-05,Lexus,IS F,37,66063,2444331
2131,2020-10,Buick,Riviera,35,57590,2015650
2132,2020-10,Lexus,RX,30,23932,717960
2133,2020-09,Mitsubishi,Eclipse,42,52294,2196348
2134,2020-06,Mazda,Protege5,16,12716,203456
2135,2020-02,Mercury,Marauder,3,32900,98700
2136,2020-02,BMW,7 Series,21,10136,212856
2137,2020-12,Lamborghini,Diablo,44,24384,1072896
2138,2020-08,Pontiac,GTO,21,83156,1746276
2139,2020-04,Chevrolet,Camaro,12,34437,413244
2140,2020-04,Land Rover,Discovery,14,93773,1312822
2141,2020-01,Toyota,Prius,19,19312,366928
2142,2020-12,Mazda,Miata MX-5,48,70355,3377040
2143,2020-05,Dodge,Journey,21,93440,1962240
2144,2020-09,BMW,530,21,62647,1315587
2145,2020-03,Mercury,Sable,16,26077,417232
2146,2020-02,Cadillac,Seville,28,59144,1656032
2147,2020-07,Lexus,IS,15,54768,821520
2148,2020-01,Ford,F-350 Super Duty,22,76420,1681240
2149,2020-03,Chevrolet,Express 3500,21,62652,1315692
2150,2020-05,Acura,TSX,39,18481,720759
2151,2020-01,Dodge,Caliber,50,15810,790500
2152,2020-12,Ford,Windstar,22,30599,673178
2153,2020-08,Volvo,S80,34,71796,2441064
2154,2020-12,Suzuki,SX4,44,82187,3616228
2155,2020-01,Honda,Element,17,87334,1484678
2156,2020-01,Ford,Taurus,28,69620,1949360
2157,2020-06,Saab,900,2,81519,163038
2158,2020-04,Land Rover,Range Rover,42,12238,513996
2159,2020-11,Volkswagen,Jetta,47,33983,1597201
2160,2020-08,Chevrolet,Corvette,50,20943,1047150
2161,2020-07,Ford,Expedition EL,30,76297,2288910
2162,2020-06,Infiniti,M,10,37726,377260
2163,2020-09,Toyota,Celica,11,57262,629882
2164,2020-09,Subaru,BRZ,42,50939,2139438
2165,2020-05,Lotus,Exige,18,86423,1555614
2166,2020-01,Ford,Taurus,45,11499,517455
2167,2020-11,Volvo,S90,33,20491,676203
2168,2020-10,Ford,Aerostar,26,85941,2234466
2169,2020-10,Ford,Th!nk,20,66482,1329640
2170,2020-06,Hyundai,Veracruz,17,14991,254847
2171,2020-12,Mazda,Mazda6 5-Door,29,92417,2680093
2172,2020-10,Jeep,Commander,48,14231,683088
2173,2020-02,Bentley,Brooklands,43,85571,3679553
2174,2020-04,Jeep,Compass,28,35894,1005032
2175,2020-01,Chevrolet,Sportvan G30,38,41215,1566170
2176,2020-03,Chevrolet,Corvette,37,14606,540422
2177,2020-03,Acura,TL,32,24022,768704
2178,2020-05,Dodge,Ram 2500,35,59659,2088065
2179,2020-09,Chevrolet,Suburban 1500,47,97164,4566708
2180,2020-01,Bentley,Azure,3,95280,285840
2181,2020-09,Mercury,Milan,35,41688,1459080
2182,2020-03,Hyundai,Tucson,6,43042,258252
2183,2020-02,Lexus,IS,43,34339,1476577
2184,2020-02,Pontiac,Sunfire,30,38230,1146900
2185,2020-09,Toyota,4Runner,3,48066,144198
2186,2020-10,Chevrolet,Suburban 2500,24,82589,1982136
2187,2020-10,Dodge,Dakota,46,20725,953350
2188,2020-11,Jeep,Patriot,26,34357,893282
2189,2020-03,Pontiac,Grand Prix,37,24440,904280
2190,2020-06,Subaru,Tribeca,24,41177,988248
2191,2020-06,Chevrolet,Venture,20,65911,1318220
2192,2020-12,Honda,Passport,48,79427,3812496
2193,2020-01,Lexus,GS,49,88993,4360657
2194,2020-05,GMC,Yukon,20,43437,868740
2195,2020-01,Oldsmobile,Aurora,4,10363,41452
2196,2020-08,Nissan,Maxima,17,51642,877914
2197,2020-08,Chevrolet,3500,7,65014,455098
2198,2020-10,Chevrolet,Astro,1,49242,49242
2199,2020-05,Volkswagen,Routan,37,24300,899100
2200,2020-11,Dodge,Ram 2500,39,27681,1079559
2201,2020-03,Land Rover,Discovery Series II,31,74504,2309624
2202,2020-05,Lexus,RX,39,73703,2874417
2203,2020-11,Chrysler,Fifth Ave,49,27984,1371216
2204,2020-02,Mitsubishi,Pajero,26,40331,1048606
2205,2020-08,Pontiac,Sunfire,26,18493,480818
2206,2020-06,Jaguar,S-Type,30,72244,2167320
2207,2020-09,Chevrolet,Traverse,25,72622,1815550
2208,2020-06,Ford,F-Series,14,51296,718144
2209,2020-11,Lincoln,Town Car,32,32905,1052960
2210,2020-07,GMC,Rally Wagon 1500,5,24008,120040
2211,2020-12,Ford,Mustang,25,25990,649750
2212,2020-07,Jaguar,S-Type,49,83116,4072684
2213,2020-07,GMC,Savana 2500,42,50795,2133390
2214,2020-03,Ford,Mustang,50,40943,2047150
2215,2020-09,GMC,Savana 3500,17,54761,930937
2216,2020-08,Mercury,Milan,13,99290,1290770
2217,2020-07,Audi,Allroad,32,66993,2143776
2218,2020-06,Mitsubishi,Lancer,43,46040,1979720
2219,2020-07,Toyota,Camry,35,97150,3400250
2220,2020-07,Dodge,Intrepid,24,18984,455616
2221,2020-05,Lincoln,MKS,24,95084,2282016
2222,2020-04,Ford,Escort,18,61037,1098666
2223,2020-01,Honda,Civic,32,54789,1753248
2224,2020-08,Audi,Q5,19,85209,1618971
2225,2020-07,Daewoo,Lanos,6,94768,568608
2226,2020-05,Dodge,Viper,20,67155,1343100
2227,2020-07,Toyota,Echo,46,18354,844284
2228,2020-10,Pontiac,Torrent,1,62644,62644
2229,2020-07,Chevrolet,Tahoe,18,82644,1487592
2230,2020-06,GMC,Savana 3500,23,83580,1922340
2231,2020-01,Land Rover,Range Rover,15,47176,707640
2232,2020-06,Volkswagen,Type 2,4,20861,83444
2233,2020-12,Ford,F-Series,23,19566,450018
2234,2020-11,Infiniti,G,4,49919,199676
2235,2020-08,Cadillac,XLR,39,72485,2826915
2236,2020-05,Suzuki,Daewoo Lacetti,28,71911,2013508
2237,2020-04,Pontiac,Bonneville,41,24155,990355
2238,2020-02,Ford,Escort,41,23647,969527
2239,2020-05,Hyundai,Scoupe,1,67276,67276
2240,2020-02,Honda,Accord,22,70636,1553992
2241,2020-12,Chevrolet,Cobalt SS,14,50980,713720
2242,2020-08,Infiniti,G,36,12902,464472
2243,2020-11,Mercedes-Benz,SL-Class,46,90955,4183930
2244,2020-07,Chevrolet,Silverado 3500,42,60069,2522898
2245,2020-07,Volvo,C70,6,53377,320262
2246,2020-07,Mazda,Mazdaspeed 3,31,11490,356190
2247,2020-02,Ford,E-Series,24,14245,341880
2248,2020-06,Volkswagen,Passat,17,31170,529890
2249,2020-11,Mitsubishi,Eclipse,9,87667,789003
2250,2020-08,Mitsubishi,Space,17,78504,1334568
2251,2020-08,Lotus,Esprit,9,86283,776547
2252,2020-07,Ford,Edge,12,42113,505356
2253,2020-11,Kia,Forte,5,32821,164105
2254,2020-05,Nissan,350Z,8,43295,346360
2255,2020-02,Pontiac,Sunfire,27,68872,1859544
2256,2020-11,Acura,TSX,14,83088,1163232
2257,2020-07,Ford,Expedition EL,13,63481,825253
2258,2020-09,GMC,Sonoma,35,92250,3228750
2259,2020-06,Hyundai,Sonata,25,31821,795525
2260,2020-05,Chevrolet,Tahoe,24,92939,2230536
2261,2020-11,Cadillac,Escalade EXT,38,30072,1142736
2262,2020-02,Chevrolet,3500,48,18529,889392
2263,2020-11,Oldsmobile,Alero,40,62685,2507400
2264,2020-02,Bentley,Brooklands,11,57041,627451
2265,2020-01,Plymouth,Voyager,43,61274,2634782
2266,2020-02,Ford,Mustang,5,17760,88800
2267,2020-11,Rolls-Royce,Phantom,48,53691,2577168
2268,2020-08,Infiniti,QX56,10,11957,119570
2269,2020-06,Chevrolet,Silverado 1500,29,52207,1514003
2270,2020-10,Ford,Festiva,34,87003,2958102
2271,2020-05,Pontiac,6000,28,11945,334460
2272,2020-08,Dodge,Ram Van 2500,22,66590,1464980
2273,2020-02,Chevrolet,Avalanche,18,15642,281556
2274,2020-12,Subaru,Forester,17,51508,875636
2275,2020-06,Hyundai,Elantra,31,61371,1902501
2276,2020-10,Lexus,HS,20,60530,1210600
2277,2020-05,Mercury,Sable,16,31968,511488
2278,2020-03,Hyundai,Santa Fe,30,58481,1754430
2279,2020-07,Chevrolet,Volt,41,27468,1126188
2280,2020-10,Chevrolet,G-Series G30,12,25584,307008
2281,2020-07,Mitsubishi,Space,39,15495,604305
2282,2020-12,BMW,550,17,83426,1418242
2283,2020-07,Dodge,Ram 1500 Club,34,69215,2353310
2284,2020-02,Toyota,MR2,42,45379,1905918
2285,2020-08,Subaru,Impreza,36,98737,3554532
2286,2020-07,Isuzu,Hombre,5,43785,218925
2287,2020-04,Pontiac,Firebird,30,66422,1992660
2288,2020-05,Volkswagen,Golf III,6,25936,155616
2289,2020-12,Volvo,XC60,40,17932,717280
2290,2020-07,Mitsubishi,Outlander,25,36043,901075
2291,2020-03,Acura,RDX,17,55216,938672
2292,2020-02,Porsche,944,6,28343,170058
2293,2020-08,Honda,Ridgeline,48,98815,4743120
2294,2020-01,GMC,1500 Club Coupe,21,13902,291942
2295,2020-09,Nissan,Murano,38,96225,3656550
2296,2020-01,Oldsmobile,Regency,16,18090,289440
2297,2020-10,BMW,X5,48,84471,4054608
2298,2020-04,Lotus,Exige,11,30362,333982
2299,2020-09,Toyota,TundraMax,36,85217,3067812
2300,2020-11,Citroën,CX,2,32641,65282
2301,2020-10,Audi,S4,37,38608,1428496
2302,2020-05,Dodge,Viper RT/10,45,44353,1995885
2303,2020-01,Subaru,Legacy,7,36067,252469
2304,2020-10,Volvo,850,31,48787,1512397
2305,2020-03,Dodge,Ram,19,52226,992294
2306,2020-08,Saab,900,10,16932,169320
2307,2020-05,Pontiac,Sunbird,49,35625,1745625
2308,2020-12,Mazda,626,7,15808,110656
2309,2020-07,Dodge,Dakota Club,30,41900,1257000
2310,2020-05,Chrysler,New Yorker,19,65804,1250276
2311,2020-03,GMC,Safari,45,72213,3249585
2312,2020-04,Lincoln,Navigator,13,28352,368576
2313,2020-04,Mitsubishi,Endeavor,49,42050,2060450
2314,2020-02,Aston Martin,Rapide,36,49229,1772244
2315,2020-03,Hyundai,Veracruz,35,92692,3244220
2316,2020-04,Ford,F-Series,40,99085,3963400
2317,2020-03,BMW,Z8,47,38432,1806304
2318,2020-12,Chevrolet,Avalanche 2500,49,50390,2469110
2319,2020-02,BMW,745,39,26316,1026324
2320,2020-09,Mitsubishi,Mirage,4,69697,278788
2321,2020-01,Volvo,C70,50,53896,2694800
2322,2020-04,Mazda,Mazda3,1,11275,11275
2323,2020-11,Volkswagen,Jetta,19,18694,355186
2324,2020-09,Infiniti,EX,21,19677,413217
2325,2020-11,Nissan,Pathfinder,41,67950,2785950
2326,2020-05,Pontiac,Grand Prix,30,62075,1862250
2327,2020-02,Nissan,Quest,13,70615,917995
2328,2020-08,Saab,9-3,22,37135,816970
2329,2020-01,Audi,S8,29,50668,1469372
2330,2020-05,Ford,Aerostar,36,27988,1007568
2331,2020-09,Chrysler,Town & Country,15,89151,1337265
2332,2020-10,Toyota,Highlander,36,59649,2147364
2333,2020-04,Audi,A4,36,33415,1202940
2334,2020-03,Ford,F-Series,1,33379,33379
2335,2020-04,Isuzu,i-280,22,84025,1848550
2336,2020-08,Mazda,Mazda6,46,30310,1394260
2337,2020-10,Mitsubishi,Diamante,12,78800,945600
2338,2020-05,Ford,Excursion,27,41621,1123767
2339,2020-05,Ford,F450,43,49933,2147119
2340,2020-10,Mitsubishi,Lancer Evolution,2,17987,35974
2341,2020-12,GMC,Yukon XL 1500,45,85148,3831660
2342,2020-06,BMW,760,10,17540,175400
2343,2020-03,Ford,F150,31,69636,2158716
2344,2020-03,Mitsubishi,Montero,5,20316,101580
2345,2020-12,Ferrari,458 Italia,39,95475,3723525
2346,2020-05,Hyundai,Equus,48,20797,998256
2347,2020-09,Acura,MDX,40,83507,3340280
2348,2020-08,Dodge,Grand Caravan,21,39419,827799
2349,2020-10,Porsche,968,27,62017,1674459
2350,2020-06,Volkswagen,Eurovan,41,73867,3028547
2351,2020-04,BMW,X5,36,85996,3095856
2352,2020-06,Chrysler,New Yorker,26,91430,2377180
2353,2020-01,Mitsubishi,Precis,23,13575,312225
2354,2020-04,Cadillac,Escalade EXT,18,73996,1331928
2355,2020-10,Ford,E150,22,99014,2178308
2356,2020-04,Mazda,RX-8,11,80752,888272
2357,2020-12,Ford,Mustang,35,46141,1614935
2358,2020-04,Nissan,350Z,32,51827,1658464
2359,2020-02,Volkswagen,Phaeton,32,83653,2676896
2360,2020-12,Honda,S2000,25,30864,771600
2361,2020-03,Chrysler,Sebring,36,74221,2671956
2362,2020-05,Mitsubishi,Eclipse,21,57233,1201893
2363,2020-09,Mazda,626,20,52109,1042180
2364,2020-03,Lexus,SC,33,27736,915288
2365,2020-12,Oldsmobile,88,6,66997,401982
2366,2020-10,Mazda,Protege,13,59044,767572
2367,2020-05,Chevrolet,Prizm,26,14701,382226
2368,2020-08,Toyota,Xtra,13,86093,1119209
2369,2020-07,Chevrolet,Express 2500,15,94211,1413165
2370,2020-08,Ford,Crown Victoria,4,95053,380212
2371,2020-04,Land Rover,Freelander,3,65352,196056
2372,2020-08,Dodge,Caravan,33,86917,2868261
2373,2020-08,Lincoln,Mark VII,30,28723,861690
2374,2020-03,GMC,Savana,44,53298,2345112
2375,2020-04,Ford,Expedition,40,38093,1523720
2376,2020-04,Volkswagen,Passat,19,71650,1361350
2377,2020-11,Lexus,RX,3,31595,94785
2378,2020-08,Chevrolet,Suburban,25,59676,1491900
2379,2020-10,Ford,E150,23,24029,552667
2380,2020-03,Nissan,Quest,42,97328,4087776
2381,2020-08,Ford,Econoline E150,46,35759,1644914
2382,2020-07,Nissan,Maxima,46,41290,1899340
2383,2020-02,Lotus,Esprit,38,78383,2978554
2384,2020-02,Scion,xB,3,20112,60336
2385,2020-01,Mercedes-Benz,Sprinter 3500,42,91868,3858456
2386,2020-12,Buick,Roadmaster,37,50928,1884336
2387,2020-11,Dodge,Caravan,49,89516,4386284
2388,2020-08,GMC,2500 Club Coupe,46,34074,1567404
2389,2020-10,Ford,Focus,41,43050,1765050
2390,2020-06,Mercury,Grand Marquis,29,83952,2434608
2391,2020-10,Audi,Quattro,39,47375,1847625
2392,2020-02,Chevrolet,Corvette,41,81940,3359540
2393,2020-07,Jeep,Wrangler,46,35587,1637002
2394,2020-05,Honda,Civic,26,77861,2024386
2395,2020-04,Mercedes-Benz,GLK-Class,13,64594,839722
2396,2020-08,GMC,Sierra 2500,48,70667,3392016
2397,2020-01,Land Rover,Defender 90,5,80603,403015
2398,2020-09,Mercedes-Benz,G-Class,38,84176,3198688
2399,2020-08,Dodge,Charger,37,34519,1277203
2400,2020-03,Mitsubishi,Outlander,4,15062,60248
2401,2020-07,Volvo,V50,39,22490,877110
2402,2020-10,Toyota,T100,21,18006,378126
2403,2020-01,Suzuki,Kizashi,11,92413,1016543
2404,2020-08,Nissan,Altima,39,16291,635349
2405,2020-08,Lincoln,Continental,34,37925,1289450
2406,2020-07,Lotus,Exige,41,86736,3556176
2407,2020-05,Dodge,Caliber,4,15646,62584
2408,2020-11,Ford,Galaxie,34,65440,2224960
2409,2020-03,Ford,Tempo,32,34880,1116160
2410,2020-08,BMW,5 Series,7,82496,577472
2411,2020-02,Volkswagen,Touareg,46,74969,3448574
2412,2020-08,Lexus,LFA,26,86394,2246244
2413,2020-10,Mazda,Protege,12,78199,938388
2414,2020-05,Cadillac,Escalade,28,43939,1230292
2415,2020-08,Ford,F-Series,45,37561,1690245
2416,2020-07,Jeep,Commander,4,12731,50924
2417,2020-04,BMW,M3,36,34970,1258920
2418,2020-05,Nissan,Quest,13,63464,825032
2419,2020-01,Porsche,Cayenne,31,77226,2394006
2420,2020-06,GMC,Sierra 2500,42,34987,1469454
2421,2020-10,Honda,Element,19,40480,769120
2422,2020-07,Ford,Escort,22,70511,1551242
2423,2020-10,Ford,Mustang,46,13377,615342
2424,2020-05,Eagle,Talon,19,55718,1058642
2425,2020-12,Nissan,Sentra,34,46955,1596470
2426,2020-12,Volkswagen,Golf,38,95564,3631432
2427,2020-07,Kia,Sportage,42,62950,2643900
2428,2020-12,Honda,Fit,26,50718,1318668
2429,2020-08,Infiniti,I,14,99960,1399440
2430,2020-05,Lincoln,Continental,28,23027,644756
2431,2020-10,Ford,Bronco,26,95796,2490696
2432,2020-11,BMW,8 Series,48,55286,2653728
2433,2020-01,Oldsmobile,Aurora,19,16183,307477
2434,2020-04,Acura,RL,48,79881,3834288
2435,2020-09,Chevrolet,Express 3500,12,93170,1118040
2436,2020-07,Chevrolet,Suburban 1500,20,98458,1969160
2437,2020-10,Lincoln,Continental,13,14752,191776
2438,2020-10,Ford,Expedition,16,75490,1207840
2439,2020-04,Geo,Metro,18,86939,1564902
2440,2020-12,Hyundai,Tiburon,41,21136,866576
2441,2020-12,Mercury,Grand Marquis,6,25608,153648
2442,2020-07,Ford,F350,48,52336,2512128
2443,2020-07,Maserati,Quattroporte,35,74859,2620065
2444,2020-07,BMW,8 Series,19,99097,1882843
2445,2020-06,Ford,E150,43,79205,3405815
2446,2020-04,Ford,F150,3,92610,277830
2447,2020-06,Ford,Mustang,3,85096,255288
2448,2020-08,Infiniti,J,14,47471,664594
2449,2020-05,Pontiac,Safari,36,63511,2286396
2450,2020-03,Ford,F-Series,40,55197,2207880
2451,2020-04,Mazda,B-Series,30,22050,661500
2452,2020-01,Suzuki,SJ,50,17045,852250
2453,2020-05,Pontiac,Sunfire,48,64023,3073104
2454,2020-02,Infiniti,QX,8,99023,792184
2455,2020-04,Jeep,Grand Cherokee,11,91179,1002969
2456,2020-07,Buick,Estate,15,86847,1302705
2457,2020-02,Mazda,B-Series,37,94038,3479406
2458,2020-09,Lincoln,Town Car,31,99916,3097396
2459,2020-02,Scion,tC,7,12960,90720
2460,2020-06,Volvo,V50,6,41556,249336
2461,2020-09,Mitsubishi,i-MiEV,45,95491,4297095
2462,2020-07,Ford,F250,33,46651,1539483
2463,2020-01,Mercedes-Benz,Sprinter 2500,35,23061,807135
2464,2020-09,Ford,Laser,21,71138,1493898
2465,2020-11,Chevrolet,Tahoe,9,18517,166653
2466,2020-09,BMW,M,12,11944,143328
2467,2020-01,Lexus,LX,42,69549,2921058
2468,2020-12,Porsche,Cayman,45,92116,4145220
2469,2020-08,Ford,Festiva,40,99003,3960120
2470,2020-07,Dodge,Ram Van B350,34,89287,3035758
2471,2020-05,Ford,F150,20,59281,1185620
2472,2020-05,Jeep,Cherokee,49,69324,3396876
2473,2020-07,Ford,F250,25,22173,554325
2474,2020-09,Ford,Bronco,9,21006,189054
2475,2020-02,Chrysler,Cirrus,13,28723,373399
2476,2020-09,Ford,Thunderbird,34,78303,2662302
2477,2020-04,Mercury,Cougar,15,92548,1388220
2478,2020-08,Cadillac,Escalade,22,25637,564014
2479,2020-08,Mercury,Grand Marquis,46,59570,2740220
2480,2020-11,Chevrolet,Venture,44,64191,2824404
2481,2020-06,Mercedes-Benz,300SL,27,56470,1524690
2482,2020-04,Dodge,Monaco,24,26860,644640
2483,2020-01,Chrysler,Town & Country,16,13496,215936
2484,2020-10,Mercury,Mountaineer,21,87652,1840692
2485,2020-05,Saab,9-5,47,94733,4452451
2486,2020-11,Volkswagen,Golf,27,79834,2155518
2487,2020-06,Ford,F450,31,55708,1726948
2488,2020-02,Dodge,Stealth,26,40967,1065142
2489,2020-08,Chrysler,PT Cruiser,16,85892,1374272
2490,2020-01,Buick,Roadmaster,20,22946,458920
2491,2020-09,Dodge,Caravan,17,45575,774775
2492,2020-07,Mercedes-Benz,M-Class,4,80095,320380
2493,2020-08,Mercedes-Benz,M-Class,3,39841,119523
2494,2020-09,Chevrolet,Tahoe,17,97048,1649816
2495,2020-09,Toyota,Prius,43,81914,3522302
2496,2020-11,BMW,3 Series,8,66130,529040
2497,2020-05,GMC,Sierra 1500,43,48772,2097196
2498,2020-02,Lincoln,MKT,36,35010,1260360
2499,2020-01,Honda,Prelude,2,71438,142876
2500,2020-01,Mercury,Monterey,29,66492,1928268
2501,2020-01,Oldsmobile,Achieva,35,69494,2432290
2502,2020-07,GMC,Yukon XL 2500,9,92335,831015
2503,2020-05,Infiniti,QX,37,50759,1878083
2504,2020-12,Chevrolet,Suburban 2500,38,76591,2910458
2505,2020-12,Dodge,Daytona,7,79866,559062
2506,2020-06,Toyota,Xtra,13,38000,494000
2507,2020-10,Toyota,Sequoia,46,42894,1973124
2508,2020-12,Kia,Forte,24,35245,845880
2509,2020-02,Pontiac,Grand Prix,8,87794,702352
2510,2020-01,BMW,7 Series,20,59404,1188080
2511,2020-10,Mercury,Mountaineer,43,63905,2747915
2512,2020-10,Chevrolet,Impala,15,52544,788160
2513,2020-04,Oldsmobile,Silhouette,36,89932,3237552
2514,2020-12,Chevrolet,Impala,50,92113,4605650
2515,2020-04,Toyota,Tacoma,42,39273,1649466
2516,2020-07,Volkswagen,GTI,30,46847,1405410
2517,2020-11,Toyota,Tercel,24,18839,452136
2518,2020-05,Lamborghini,Murciélago,18,21490,386820
2519,2020-01,GMC,Yukon,1,40866,40866
2520,2020-08,Hyundai,Sonata,3,23430,70290
2521,2020-12,Toyota,4Runner,48,39806,1910688
2522,2020-03,Austin,Mini,16,23551,376816
2523,2020-05,Acura,TL,44,68311,3005684
2524,2020-07,Volkswagen,Golf,24,63174,1516176
2525,2020-01,Acura,CL,28,66792,1870176
2526,2020-06,Nissan,Pathfinder,26,86621,2252146
2527,2020-09,GMC,Jimmy,12,24801,297612
2528,2020-10,Ford,Explorer,9,90579,815211
2529,2020-03,Mercedes-Benz,M-Class,9,22031,198279
2530,2020-09,Buick,Coachbuilder,36,19620,706320
2531,2020-05,Chevrolet,Suburban 1500,24,58014,1392336
2532,2020-10,Lamborghini,Murciélago,44,36075,1587300
2533,2020-04,Plymouth,Neon,38,70785,2689830
2534,2020-05,GMC,3500,15,72723,1090845
2535,2020-06,Lexus,IS,32,46968,1502976
2536,2020-05,Lincoln,Mark LT,30,20398,611940
2537,2020-01,Toyota,Xtra,14,51211,716954
2538,2020-06,Lamborghini,Gallardo,44,99471,4376724
2539,2020-05,Ford,Escape,17,31853,541501
2540,2020-12,Dodge,Ram 3500,18,75276,1354968
2541,2020-01,Lincoln,MKX,30,53309,1599270
2542,2020-01,Volkswagen,Golf,26,89212,2319512
2543,2020-05,Hyundai,Scoupe,1,94875,94875
2544,2020-11,Chevrolet,Sportvan G30,33,49207,1623831
2545,2020-02,Volkswagen,Golf,30,27065,811950
2546,2020-06,Volkswagen,Scirocco,38,29110,1106180
2547,2020-05,Toyota,RAV4,44,72167,3175348
2548,2020-12,Pontiac,GTO,23,32850,755550
2549,2020-06,Buick,Park Avenue,32,58080,1858560
2550,2020-10,Buick,Riviera,25,43084,1077100
2551,2020-07,GMC,Savana 1500,47,31817,1495399
2552,2020-10,Subaru,Leone,5,20221,101105
2553,2020-09,Ford,Focus,45,94643,4258935
2554,2020-08,Ford,LTD,41,95587,3919067
2555,2020-11,Ford,E-Series,26,87773,2282098
2556,2020-07,Chrysler,Crossfire Roadster,5,80988,404940
2557,2020-05,Hummer,H2,3,17567,52701
2558,2020-05,BMW,M3,50,20526,1026300
2559,2020-05,Ford,F350,29,16518,479022
2560,2020-11,Kia,Rio,14,69680,975520
2561,2020-01,Pontiac,Firebird,10,64885,648850
2562,2020-06,Honda,Passport,16,54017,864272
2563,2020-06,Honda,Prelude,31,29064,900984
2564,2020-05,Pontiac,LeMans,27,82455,2226285
2565,2020-06,Lincoln,Navigator,27,10813,291951
2566,2020-05,Dodge,Ram 3500,33,34701,1145133
2567,2020-01,Dodge,Colt,24,12767,306408
2568,2020-09,Audi,A6,35,78340,2741900
2569,2020-11,Acura,CL,48,86859,4169232
2570,2020-06,Lexus,ES,34,93176,3167984
2571,2020-05,Jeep,Wrangler,2,82732,165464
2572,2020-10,Mazda,Tribute,30,96113,2883390
2573,2020-08,Lexus,ES,9,82603,743427
2574,2020-10,Hyundai,Elantra,23,29875,687125
2575,2020-05,Toyota,FJ Cruiser,47,62782,2950754
2576,2020-07,Plymouth,Voyager,35,11726,410410
2577,2020-02,Volkswagen,Golf,21,84423,1772883
2578,2020-12,BMW,5 Series,48,30039,1441872
2579,2020-08,Nissan,Murano,29,69216,2007264
2580,2020-07,Saab,9-5,22,32044,704968
2581,2020-10,Dodge,Viper,28,51642,1445976
2582,2020-06,Ford,Crown Victoria,40,61023,2440920
2583,2020-06,Dodge,Ram 3500,23,72777,1673871
2584,2020-09,Honda,Prelude,36,88555,3187980
2585,2020-02,GMC,Yukon XL 2500,49,84643,4147507
2586,2020-11,Chevrolet,TrailBlazer,7,55034,385238
2587,2020-09,Lincoln,Continental Mark VII,31,44142,1368402
2588,2020-07,Lincoln,MKS,31,91396,2833276
2589,2020-09,Honda,Pilot,37,99203,3670511
2590,2020-06,Honda,Passport,6,96406,578436
2591,2020-02,Pontiac,Firebird,47,23702,1113994
2592,2020-04,Audi,TT,27,87563,2364201
2593,2020-12,Hummer,H1,26,37057,963482
2594,2020-07,Chevrolet,S10,47,64171,3016037
2595,2020-02,Audi,S4,26,86228,2241928
2596,2020-05,Mazda,B-Series,44,78983,3475252
2597,2020-10,BMW,X3,26,96683,2513758
2598,2020-09,Mazda,B-Series,38,63616,2417408
2599,2020-12,Audi,A6,45,26034,1171530
2600,2020-12,Volkswagen,Jetta,10,39815,398150
2601,2020-05,Chrysler,Concorde,42,38287,1608054
2602,2020-01,Nissan,Sentra,33,30619,1010427
2603,2020-05,Nissan,350Z,29,42329,1227541
2604,2020-08,Porsche,928,22,69056,1519232
2605,2020-06,Porsche,Cayman,10,68529,685290
2606,2020-02,Mercury,Grand Marquis,44,69264,3047616
2607,2020-07,Subaru,XT,23,53605,1232915
2608,2020-11,Oldsmobile,Cutlass,40,80463,3218520
2609,2020-02,Chevrolet,Express 3500,20,62028,1240560
2610,2020-02,Honda,S2000,12,45493,545916
2611,2020-11,Chevrolet,Express 3500,16,44059,704944
2612,2020-05,Suzuki,Grand Vitara,16,86483,1383728
2613,2020-05,Toyota,Corolla,19,25745,489155
2614,2020-01,Dodge,D250,31,97212,3013572
2615,2020-11,Pontiac,Firebird,14,44070,616980
2616,2020-10,Lincoln,Mark VIII,5,64072,320360
